Station Number,Station Name,Start Time,End Time,Precipitation,Accumulated
210502,HANITA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
210502,HANITA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
210502,HANITA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
210502,HANITA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
210650,YIRON,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
210650,YIRON,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
210650,YIRON,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
210650,YIRON,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
210650,YIRON,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
210650,YIRON,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
210675,BARAMMOP,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
210675,BARAMMOP,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
210675,BARAMMOP,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
210675,BARAMMOP,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
210675,BARAMMOP,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
210675,BARAMMOP,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
210700,MAZZUVA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
210700,MAZZUVA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
210700,MAZZUVA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
210700,MAZZUVA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
210700,MAZZUVA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
210700,MAZZUVA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
210753,ELON,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
210753,ELON,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
210753,ELON,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
210753,ELON,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
210753,ELON,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
210753,ELON,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
210803,BARAM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
210803,BARAM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
210803,BARAM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
210803,BARAM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
210803,BARAM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
210803,BARAM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
210902,FASSUTA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
210902,FASSUTA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
210902,FASSUTA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
210902,FASSUTA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
210902,FASSUTA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
210902,FASSUTA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
211010,MATAT,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
211010,MATAT,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
211010,MATAT,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
211010,MATAT,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
211010,MATAT,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
211010,MATAT,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
211032,ABIRIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
211032,ABIRIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
211032,ABIRIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
211032,ABIRIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
211032,ABIRIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
211032,ABIRIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
211100,KABRI,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
211100,KABRI,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
211100,KABRI,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
211100,KABRI,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
211100,KABRI,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
211100,KABRI,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
211152,MIILYA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
211152,MIILYA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
211152,MIILYA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
211152,MIILYA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
211152,MIILYA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
211152,MIILYA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
211251,HURFEISH,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
211251,HURFEISH,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
211251,HURFEISH,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
211251,HURFEISH,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
211251,HURFEISH,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
211251,HURFEISH,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
211350,YEHIAM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
211350,YEHIAM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
211350,YEHIAM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
211350,YEHIAM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
211350,YEHIAM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
211350,YEHIAM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
211401,PEQIIN,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
211401,PEQIIN,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
211401,PEQIIN,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
211401,PEQIIN,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
211401,PEQIIN,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
211401,PEQIIN,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
211415,KAFR MAKHUL,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
211415,KAFR MAKHUL,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
211415,KAFR MAKHUL,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
211415,KAFR MAKHUL,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
211415,KAFR MAKHUL,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
211415,KAFR MAKHUL,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
211465,TEFEN,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
211465,TEFEN,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
211465,TEFEN,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
211465,TEFEN,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
211465,TEFEN,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
211465,TEFEN,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
211471,KEFAR SUMEI,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
211471,KEFAR SUMEI,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
211471,KEFAR SUMEI,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
211471,KEFAR SUMEI,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
211471,KEFAR SUMEI,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
211471,KEFAR SUMEI,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
211600,MERON,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
211600,MERON,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
211600,MERON,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
211600,MERON,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
211600,MERON,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
211600,MERON,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
211782,NAHALAMMUDUPPER,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
211782,NAHALAMMUDUPPER,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
211782,NAHALAMMUDUPPER,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
211782,NAHALAMMUDUPPER,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
211782,NAHALAMMUDUPPER,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
211782,NAHALAMMUDUPPER,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
211890,HAR KENAAN,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
211890,HAR KENAAN,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
211890,HAR KENAAN,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
211890,HAR KENAAN,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
211890,HAR KENAAN,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
211890,HAR KENAAN,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
211960,BEITJANN,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
211960,BEITJANN,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
211960,BEITJANN,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
211960,BEITJANN,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
211960,BEITJANN,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
211960,BEITJANN,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
212171,HARASHIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
212171,HARASHIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
212171,HARASHIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
212171,HARASHIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
212171,HARASHIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
212171,HARASHIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
212351,AMIRIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
212351,AMIRIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
212351,AMIRIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
212351,AMIRIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
212351,AMIRIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
212351,AMIRIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
212601,PAROD ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
212601,PAROD ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
212601,PAROD ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
212601,PAROD ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
212601,PAROD ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
212601,PAROD ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
212670,AMMIAD,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
212670,AMMIAD,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
212670,AMMIAD,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
212670,AMMIAD,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
212670,AMMIAD,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
212670,AMMIAD,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
212840,MIKHMANIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
212840,MIKHMANIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
212840,MIKHMANIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
212840,MIKHMANIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
212840,MIKHMANIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
212840,MIKHMANIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
212845,ESHHAR,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
212845,ESHHAR,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
212845,ESHHAR,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
212845,ESHHAR,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
212845,ESHHAR,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
212845,ESHHAR,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
212901,YAVOR,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
212901,YAVOR,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
212901,YAVOR,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
212901,YAVOR,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
212901,YAVOR,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
212901,YAVOR,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
212950,HUQOQ,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
212950,HUQOQ,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
212950,HUQOQ,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
212950,HUQOQ,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
212950,HUQOQ,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
212950,HUQOQ,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
212980,YUVALIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
212980,YUVALIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
212980,YUVALIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
212980,YUVALIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
212980,YUVALIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
212980,YUVALIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
213010,LESHEM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
213010,LESHEM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
213010,LESHEM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
213010,LESHEM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
213010,LESHEM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
213010,LESHEM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
213053,DEIR HANNA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
213053,DEIR HANNA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
213053,DEIR HANNA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
213053,DEIR HANNA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
213053,DEIR HANNA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
213053,DEIR HANNA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
213119,HARARIT,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
213119,HARARIT,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
213119,HARARIT,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
213119,HARARIT,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
213119,HARARIT,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
213119,HARARIT,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
213130,YAHAD,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
213130,YAHAD,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
213130,YAHAD,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
213130,YAHAD,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
213130,YAHAD,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
213130,YAHAD,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
213160,SHEKHNYA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
213160,SHEKHNYA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
213160,SHEKHNYA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
213160,SHEKHNYA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
213160,SHEKHNYA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
213160,SHEKHNYA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
213173,YODEFAT,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
213173,YODEFAT,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
213173,YODEFAT,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
213173,YODEFAT,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
213173,YODEFAT,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
213173,YODEFAT,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
213201,EILABUN,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
213201,EILABUN,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
213201,EILABUN,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
213201,EILABUN,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
213201,EILABUN,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
213201,EILABUN,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
213212,MASSAD,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
213212,MASSAD,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
213212,MASSAD,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
213212,MASSAD,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
213212,MASSAD,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
213212,MASSAD,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
213221,KOKHAV,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
213221,KOKHAV,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
213221,KOKHAV,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
213221,KOKHAV,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
213221,KOKHAV,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
213221,KOKHAV,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
213240,MORESHET,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
213240,MORESHET,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
213240,MORESHET,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
213240,MORESHET,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
213240,MORESHET,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
213240,MORESHET,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
213451,KEFARHITTIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
213451,KEFARHITTIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
213451,KEFARHITTIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
213451,KEFARHITTIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
213451,KEFARHITTIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
213451,KEFARHITTIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
213598,LAVI,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
213598,LAVI,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
213598,LAVI,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
213598,LAVI,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
213598,LAVI,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
213598,LAVI,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
213652,MIZPA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
213652,MIZPA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
213652,MIZPA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
213652,MIZPA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
213652,MIZPA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
213652,MIZPA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
213681,BET RIMON,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
213681,BET RIMON,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
213681,BET RIMON,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
213681,BET RIMON,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
213681,BET RIMON,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
213681,BET RIMON,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
213775,HARDUF,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
213775,HARDUF,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
213775,HARDUF,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
213775,HARDUF,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
213775,HARDUF,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
213775,HARDUF,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
213881,MENURIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
213881,MENURIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
213881,MENURIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
213881,MENURIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
213881,MENURIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
213881,MENURIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
213901,HASOLELIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
213901,HASOLELIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
213901,HASOLELIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
213901,HASOLELIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
213901,HASOLELIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
213901,HASOLELIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
213905,ALLONHAGALIL,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
213905,ALLONHAGALIL,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
213905,ALLONHAGALIL,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
213905,ALLONHAGALIL,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
213905,ALLONHAGALIL,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
213905,ALLONHAGALIL,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
214052,KEFARKANNA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
214052,KEFARKANNA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
214052,KEFARKANNA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
214052,KEFARKANNA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
214052,KEFARKANNA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
214052,KEFARKANNA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
214101,SEDEILAN,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
214101,SEDEILAN,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
214101,SEDEILAN,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
214101,SEDEILAN,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
214101,SEDEILAN,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
214101,SEDEILAN,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
214202,HAZOREIM,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
214202,HAZOREIM,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
214202,HAZOREIM,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
214202,HAZOREIM,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
214202,HAZOREIM,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
214202,HAZOREIM,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
214580,QIRYAT TIVON,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
214580,QIRYAT TIVON,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
214580,QIRYAT TIVON,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
214580,QIRYAT TIVON,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
214580,QIRYAT TIVON,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
214580,QIRYAT TIVON,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
214700,BETQESHET,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
214700,BETQESHET,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
214700,BETQESHET,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
214700,BETQESHET,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
214700,BETQESHET,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
214700,BETQESHET,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
214810,SHARONA,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
214810,SHARONA,2014-10-21_03:00:00,2014-10-21_04:00:00, 0.00,0
214810,SHARONA,2014-10-21_04:00:00,2014-10-21_05:00:00, 0.00,0
214810,SHARONA,2014-10-21_05:00:00,2014-10-21_06:00:00, 0.00,0
214810,SHARONA,2014-10-21_06:00:00,2014-10-21_07:00:00, 0.00,0
214810,SHARONA,2014-10-21_07:00:00,2014-10-21_08:00:00, 0.00,0
214950,BETGAN,2014-10-21_02:00:00,2014-10-21_03:00:00, 0.00,0
